y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
11,26,MI,Michigan,242,313,15604
11,09,CT,Connecticut,226,299,22903
11,41,OR,Oregon,202,259,21123
11,27,MN,Minnesota,202,265,14302
11,45,SC,South Carolina,184,277,15339
11,47,TN,Tennessee,176,249,15985
11,55,WI,Wisconsin,135,183,10199
11,04,AZ,Arizona,133,183,11942
11,29,MO,Missouri,131,172,8716
11,18,IN,Indiana,110,149,13382
11,10,DE,Delaware,105,149,14732
11,22,LA,Louisiana,104,142,6189
11,33,NH,New Hampshire,89,112,7141
11,15,HI,Hawaii,88,135,6763
11,32,NV,Nevada,85,125,6170
11,01,AL,Alabama,77,140,6366
11,23,ME,Maine,75,119,8609
11,35,NM,New Mexico,66,91,5166
11,21,KY,Kentucky,62,96,6280
11,44,RI,Rhode Island,59,71,4463
11,54,WV,West Virginia,58,95,4108
11,49,UT,Utah,52,79,4536
11,19,IA,Iowa,47,68,2519
11,28,MS,Mississippi,47,62,4224
11,40,OK,Oklahoma,45,70,2820
11,50,VT,Vermont,44,67,4522
11,20,KS,Kansas,41,67,3065
11,02,AK,Alaska,34,50,2904
11,05,AR,Arkansas,28,44,2499
11,31,NE,Nebraska,26,36,2239
11,30,MT,Montana,21,30,1437
11,16,ID,Idaho,16,19,966
11,46,SD,South Dakota,-1,-1,-1
11,38,ND,North Dakota,-1,-1,-1
11,56,WY,Wyoming,-1,-1,-1
12,96,FL,FL Total Migration-US and Foreign,219513,392747,12122975
12,97,FL,FL Total Migration-US,211950,378986,11750614
12,98,FL,FL Total Migration-Foreign,7563,13761,372361
12,97,FL,FL Total Migration-Same State,296135,535180,15989842
12,12,FL,FL Non-migrants,7314719,14690291,518465326
12,13,GA,Georgia,20313,39490,986485
12,48,TX,Texas,18299,35188,1052220
12,36,NY,New York,15411,24166,779363
12,37,NC,North Carolina,13654,25719,733674
12,06,CA,California,13297,22139,866283
12,51,VA,Virginia,9025,16904,560781
12,47,TN,Tennessee,7961,15024,487487
12,57,FR,Foreign,7563,13761,372361
12,42,PA,Pennsylvania,7313,12628,378520
12,39,OH,Ohio,7180,12436,418504
12,08,CO,Colorado,6489,10674,350540
12,34,NJ,New Jersey,6324,10496,381303
12,17,IL,Illinois,6110,10136,389288
12,45,SC,South Carolina,6043,11329,316381
12,01,AL,Alabama,5714,11350,271917
12,26,MI,Michigan,5710,9881,285618
12,25,MA,Massachusetts,5610,9207,295643
12,24,MD,Maryland,4659,8145,283748
12,53,WA,Washington,4303,7576,228584
12,18,IN,Indiana,4023,7240,172487
12,04,AZ,Arizona,3649,6413,219000
12,21,KY,Kentucky,3054,5578,149605
12,09,CT,Connecticut,2949,4968,164130
12,29,MO,Missouri,2805,5169,146834
12,22,LA,Louisiana,2651,4767,120794
12,32,NV,Nevada,2502,4325,202632
12,55,WI,Wisconsin,2314,3953,134467
12,27,MN,Minnesota,1889,3229,110907
12,41,OR,Oregon,1839,3010,94573
12,28,MS,Mississippi,1774,3438,79738
12,40,OK,Oklahoma,1501,2892,72114
12,33,NH,New Hampshire,1378,2286,73073
12,15,HI,Hawaii,1341,2404,68432
12,23,ME,Maine,1298,2201,59405
12,20,KS,Kansas,1196,2392,65516
12,05,AR,Arkansas,1190,2288,63924
12,49,UT,Utah,1097,2251,58741
12,19,IA,Iowa,1087,2006,142274
12,35,NM,New Mexico,1068,1943,55450
12,44,RI,Rhode Island,1004,1723,44271
12,11,DC,District Of Columbia,959,1198,71810
12,54,WV,West Virginia,882,1594,48337
12,31,NE,Nebraska,826,1546,40381
12,10,DE,Delaware,750,1312,46215
12,02,AK,Alaska,711,1390,31004
12,50,VT,Vermont,607,912,27922
12,16,ID,Idaho,569,1098,40196
12,38,ND,North Dakota,510,966,21646
12,30,MT,Montana,466,825,26505
12,46,SD,South Dakota,363,684,18623
12,56,WY,Wyoming,283,497,13270
13,96,GA,GA Total Migration-US and Foreign,114434,228611,6917550
13,97,GA,GA Total Migration-US,111470,222265,6735709
13,98,GA,GA Total Migration-Foreign,2964,6346,181840
13,97,GA,GA Total Migration-Same State,208759,420742,10360059
13,13,GA,GA Non-migrants,3252623,7333098,226386381
13,12,FL,Florida,20057,38953,1392258
13,48,TX,Texas,9236,20022,580173
13,37,NC,North Carolina,7385,14810,445040
13,45,SC,South Carolina,7247,14447,430431
13,01,AL,Alabama,7152,15067,335831
13,47,TN,Tennessee,6968,13711,403833
13,06,CA,California,6209,11327,419142
13,51,VA,Virginia,4264,8612,257451
13,36,NY,New York,4075,7037,222204
13,57,FR,Foreign,2964,6346,181840
13,08,CO,Colorado,2579,4874,164332
13,39,OH,Ohio,2567,5210,152496
13,17,IL,Illinois,2448,4550,161271
13,24,MD,Maryland,2173,4328,130622
13,53,WA,Washington,2153,4401,138689
13,42,PA,Pennsylvania,2075,4083,129994
13,26,MI,Michigan,1810,3680,84334
13,22,LA,Louisiana,1784,3748,82426
13,04,AZ,Arizona,1584,3251,100272
13,34,NJ,New Jersey,1512,2975,88854
13,21,KY,Kentucky,1402,3031,62315
13,18,IN,Indiana,1355,2840,65511
13,29,MO,Missouri,1290,2689,66949
13,28,MS,Mississippi,1259,2599,57298
13,25,MA,Massachusetts,1160,2035,76976
13,20,KS,Kansas,864,2019,44089
13,15,HI,Hawaii,845,1989,40703
13,32,NV,Nevada,811,1530,45156
13,27,MN,Minnesota,768,1511,58255
13,40,OK,Oklahoma,746,1662,38293
13,55,WI,Wisconsin,726,1422,51138
13,41,OR,Oregon,670,1250,41626
13,09,CT,Connecticut,662,1305,48861
13,05,AR,Arkansas,639,1384,37703
13,11,DC,District Of Columbia,530,721,34570
13,49,UT,Utah,510,1178,45392
13,19,IA,Iowa,479,991,22805
13,02,AK,Alaska,478,1095,21120
13,35,NM,New Mexico,375,732,23818
13,54,WV,West Virginia,338,676,13262
13,31,NE,Nebraska,312,618,15191
13,10,DE,Delaware,264,505,12233
13,23,ME,Maine,238,466,14825
13,16,ID,Idaho,235,543,10839
13,38,ND,North Dakota,225,411,10126
13,33,NH,New Hampshire,222,422,14370
13,30,MT,Montana,218,449,14302
13,44,RI,Rhode Island,198,360,10651
13,46,SD,South Dakota,151,336,7495
13,56,WY,Wyoming,119,233,5410
13,50,VT,Vermont,103,177,4770
15,96,HI,HI Total Migration-US and Foreign,29054,61022,1568826
15,97,HI,HI Total Migration-US,27574,57726,1484107
15,98,HI,HI Total Migration-Foreign,1480,3296,84720
15,97,HI,HI Total Migration-Same State,3328,5733,156351
15,15,HI,HI Non-migrants,544131,1100778,36813099
15,06,CA,California,5330,9880,302921
15,53,WA,Washington,2469,5130,133055
15,48,TX,Texas,2217,5294,111417
15,12,FL,Florida,1539,3253,83215
15,32,NV,Nevada,1532,2931,84120
15,57,FR,Foreign,1480,3296,84720
15,51,VA,Virginia,1193,3087,81073
15,41,OR,Oregon,1125,2033,55247
15,08,CO,Colorado,1045,2188,62359
15,04,AZ,Arizona,867,1686,50247
15,37,NC,North Carolina,817,1940,41500
15,13,GA,Georgia,811,2004,39810
15,36,NY,New York,681,1264,28549
15,24,MD,Maryland,616,1433,39693
15,49,UT,Utah,524,1151,25797
15,17,IL,Illinois,409,792,21649
15,47,TN,Tennessee,387,889,19550
15,02,AK,Alaska,374,841,15332
15,45,SC,South Carolina,354,809,24352
15,42,PA,Pennsylvania,344,639,16706
15,39,OH,Ohio,327,643,21177
15,29,MO,Missouri,316,672,15036
15,26,MI,Michigan,297,579,13194
15,25,MA,Massachusetts,268,464,18128
15,34,NJ,New Jersey,254,451,12132
15,01,AL,Alabama,251,646,12289
15,40,OK,Oklahoma,242,592,10026
15,20,KS,Kansas,240,645,12185
15,16,ID,Idaho,238,468,10616
15,22,LA,Louisiana,229,580,10190
15,21,KY,Kentucky,213,496,9215
15,27,MN,Minnesota,203,362,12023
15,18,IN,Indiana,197,395,7435
15,35,NM,New Mexico,176,339,8252
15,55,WI,Wisconsin,172,340,7132
15,09,CT,Connecticut,170,374,8858
15,31,NE,Nebraska,126,281,5533
15,05,AR,Arkansas,113,247,4242
15,30,MT,Montana,109,218,5616
15,28,MS,Mississippi,104,229,4835
