y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
05,18,IN,Indiana,380,766,22023
05,55,WI,Wisconsin,357,722,20983
05,53,WA,Washington,354,738,22920
05,57,FR,Foreign,336,748,18339
05,42,PA,Pennsylvania,310,634,23160
05,19,IA,Iowa,299,580,14099
05,27,MN,Minnesota,286,586,20899
05,21,KY,Kentucky,265,562,13128
05,45,SC,South Carolina,227,506,12541
05,32,NV,Nevada,218,415,8975
05,31,NE,Nebraska,206,453,11530
05,34,NJ,New Jersey,187,398,17273
05,35,NM,New Mexico,182,396,10260
05,24,MD,Maryland,173,350,9618
05,41,OR,Oregon,148,304,6246
05,49,UT,Utah,137,336,9789
05,38,ND,North Dakota,128,292,7048
05,25,MA,Massachusetts,126,241,8497
05,56,WY,Wyoming,118,269,5134
05,15,HI,Hawaii,113,247,4242
05,02,AK,Alaska,109,256,6658
05,16,ID,Idaho,88,204,3563
05,09,CT,Connecticut,72,147,5472
05,46,SD,South Dakota,71,161,3061
05,30,MT,Montana,71,143,3160
05,54,WV,West Virginia,70,129,3221
05,33,NH,New Hampshire,52,102,3897
05,23,ME,Maine,36,62,2131
05,44,RI,Rhode Island,32,49,1757
05,10,DE,Delaware,31,66,1568
05,11,DC,District Of Columbia,28,44,2499
05,50,VT,Vermont,19,37,3055
06,96,CA,CA Total Migration-US and Foreign,260471,453736,19792771
06,97,CA,CA Total Migration-US,250076,432443,18794372
06,98,CA,CA Total Migration-Foreign,10395,21293,998398
06,97,CA,CA Total Migration-Same State,469650,871318,37270805
06,06,CA,CA Non-migrants,13795079,30665600,1218863061
06,48,TX,Texas,24257,45596,1841450
06,36,NY,New York,20733,30104,2442098
06,04,AZ,Arizona,14852,27083,878828
06,53,WA,Washington,14167,25396,1133109
06,12,FL,Florida,13297,22139,866283
06,32,NV,Nevada,12970,23552,664583
06,17,IL,Illinois,12212,20326,1145641
06,57,FR,Foreign,10395,21293,998398
06,51,VA,Virginia,9005,16965,707467
06,08,CO,Colorado,8864,15078,609634
06,41,OR,Oregon,8307,13900,465951
06,25,MA,Massachusetts,8065,11880,794866
06,42,PA,Pennsylvania,6910,10676,540730
06,34,NJ,New Jersey,6740,11766,735307
06,37,NC,North Carolina,6271,12275,416036
06,13,GA,Georgia,6209,11327,419142
06,39,OH,Ohio,5348,8804,413706
06,15,HI,Hawaii,5330,9880,302921
06,26,MI,Michigan,5018,8303,337878
06,24,MD,Maryland,4981,8394,396231
06,49,UT,Utah,4229,8474,237071
06,27,MN,Minnesota,3702,6142,305454
06,29,MO,Missouri,3585,6122,208966
06,47,TN,Tennessee,3240,5755,183467
06,55,WI,Wisconsin,3059,5137,211460
06,18,IN,Indiana,3038,5102,181440
06,09,CT,Connecticut,2928,4769,328223
06,35,NM,New Mexico,2485,4478,180798
06,40,OK,Oklahoma,2452,4594,122500
06,11,DC,District Of Columbia,2319,3036,256530
06,22,LA,Louisiana,2278,3869,117920
06,16,ID,Idaho,2241,4280,103892
06,20,KS,Kansas,2109,4052,119866
06,45,SC,South Carolina,2093,3796,118010
06,01,AL,Alabama,1544,2864,95036
06,02,AK,Alaska,1510,2720,75415
06,19,IA,Iowa,1488,2532,87256
06,21,KY,Kentucky,1470,2559,79055
06,05,AR,Arkansas,1449,2677,85420
06,31,NE,Nebraska,1216,2280,98412
06,30,MT,Montana,1072,1742,48113
06,28,MS,Mississippi,1033,1996,46338
06,33,NH,New Hampshire,1009,1617,78515
06,38,ND,North Dakota,915,1593,42656
06,44,RI,Rhode Island,833,1409,55134
06,23,ME,Maine,712,1138,42956
06,56,WY,Wyoming,650,1191,51038
06,46,SD,South Dakota,542,934,26563
06,10,DE,Delaware,521,907,54654
06,50,VT,Vermont,442,620,22879
06,54,WV,West Virginia,376,614,17473
08,96,CO,CO Total Migration-US and Foreign,109474,194813,7098303
08,97,CO,CO Total Migration-US,107352,189951,6924309
08,98,CO,CO Total Migration-Foreign,2122,4862,173995
08,97,CO,CO Total Migration-Same State,127484,228469,7605894
08,08,CO,CO Non-migrants,1918876,4080659,160709968
08,06,CA,California,12004,22037,918452
08,48,TX,Texas,11178,21605,808705
08,12,FL,Florida,6489,10674,350540
08,17,IL,Illinois,5082,8237,409997
08,04,AZ,Arizona,4707,8636,276951
08,36,NY,New York,3809,5770,259054
08,35,NM,New Mexico,3163,6153,160900
08,51,VA,Virginia,2801,5155,213433
08,20,KS,Kansas,2759,5150,145561
08,53,WA,Washington,2621,4865,179905
08,13,GA,Georgia,2579,4874,164332
08,29,MO,Missouri,2514,4458,145207
08,37,NC,North Carolina,2482,4579,145399
08,39,OH,Ohio,2389,3896,155533
08,42,PA,Pennsylvania,2377,3776,175086
08,27,MN,Minnesota,2303,3675,149341
08,56,WY,Wyoming,2199,4054,119828
08,57,FR,Foreign,2122,4862,173995
08,26,MI,Michigan,2112,3267,117327
08,55,WI,Wisconsin,2109,3285,119568
08,40,OK,Oklahoma,1991,3924,119565
08,49,UT,Utah,1977,4035,109472
08,31,NE,Nebraska,1926,3445,101367
08,32,NV,Nevada,1789,3304,105497
08,18,IN,Indiana,1683,2745,98783
08,25,MA,Massachusetts,1655,2379,124852
08,47,TN,Tennessee,1573,2808,87792
08,19,IA,Iowa,1540,2514,75497
08,24,MD,Maryland,1528,2602,110755
08,34,NJ,New Jersey,1454,2342,117249
08,41,OR,Oregon,1452,2405,78170
08,15,HI,Hawaii,1045,2188,62359
08,22,LA,Louisiana,1035,1875,55149
08,38,ND,North Dakota,986,1728,54045
08,45,SC,South Carolina,957,1672,51114
08,01,AL,Alabama,935,1777,72989
08,30,MT,Montana,901,1493,42617
08,05,AR,Arkansas,793,1448,45158
08,02,AK,Alaska,788,1583,49645
08,16,ID,Idaho,783,1521,40805
08,21,KY,Kentucky,774,1495,36509
08,09,CT,Connecticut,771,1169,76425
08,46,SD,South Dakota,768,1310,36120
08,11,DC,District Of Columbia,472,660,50202
08,28,MS,Mississippi,455,854,19463
08,33,NH,New Hampshire,396,582,21591
08,50,VT,Vermont,322,440,12706
08,23,ME,Maine,307,433,12998
08,54,WV,West Virginia,259,485,13857
08,44,RI,Rhode Island,193,300,15336
08,10,DE,Delaware,167,289,11104
09,96,CT,CT Total Migration-US and Foreign,36244,64381,3358996
09,97,CT,CT Total Migration-US,35597,63021,3228587
09,98,CT,CT Total Migration-Foreign,647,1360,130409
09,97,CT,CT Total Migration-Same State,28939,46978,1828980
09,09,CT,CT Non-migrants,1379735,2819115,150152039
09,36,NY,New York,10795,19603,1326667
09,25,MA,Massachusetts,4274,6961,312133
09,12,FL,Florida,2949,4968,164130
09,34,NJ,New Jersey,1751,3196,176086
09,06,CA,California,1730,3038,173866
09,42,PA,Pennsylvania,1280,2271,110472
09,48,TX,Texas,1273,2444,119520
09,44,RI,Rhode Island,1175,1904,71706
09,51,VA,Virginia,1020,1962,86677
09,37,NC,North Carolina,853,1558,57871
09,13,GA,Georgia,662,1305,48861
09,57,FR,Foreign,647,1360,130409
09,24,MD,Maryland,636,1117,54750
09,17,IL,Illinois,626,1162,82822
09,45,SC,South Carolina,505,894,25520
09,33,NH,New Hampshire,489,812,30677
09,39,OH,Ohio,473,856,38645
09,08,CO,Colorado,371,621,29628
09,23,ME,Maine,368,587,18486
09,04,AZ,Arizona,360,630,20169
09,26,MI,Michigan,325,556,25547
09,53,WA,Washington,319,628,22885
09,50,VT,Vermont,316,460,17839
09,47,TN,Tennessee,239,432,15193
09,11,DC,District Of Columbia,226,299,22903
09,27,MN,Minnesota,214,395,19050
09,18,IN,Indiana,197,343,12288
09,55,WI,Wisconsin,179,325,16845
09,29,MO,Missouri,176,344,15360
09,15,HI,Hawaii,170,374,8858
09,32,NV,Nevada,142,236,6692
09,41,OR,Oregon,140,227,9830
09,22,LA,Louisiana,123,231,7546
09,10,DE,Delaware,119,202,9632
09,49,UT,Utah,117,253,8497
09,01,AL,Alabama,117,221,5524
09,21,KY,Kentucky,112,191,6160
09,20,KS,Kansas,84,170,6176
09,40,OK,Oklahoma,81,150,4441
09,19,IA,Iowa,75,140,7285
09,35,NM,New Mexico,73,124,4422
09,05,AR,Arkansas,63,126,4662
09,31,NE,Nebraska,60,115,5119
09,54,WV,West Virginia,58,108,3194
09,28,MS,Mississippi,58,92,2528
09,02,AK,Alaska,49,90,2333
09,16,ID,Idaho,41,77,1505
09,56,WY,Wyoming,34,58,1794
09,30,MT,Montana,34,62,2007
09,46,SD,South Dakota,33,53,2165
09,38,ND,North Dakota,33,50,1616
10,96,DE,DE Total Migration-US and Foreign,16443,29988,1141978
10,97,DE,DE Total Migration-US,16229,29538,1121582
10,98,DE,DE Total Migration-Foreign,214,450,20397
10,97,DE,DE Total Migration-Same State,3753,6901,182193
10,10,DE,DE Non-migrants,349150,720479,25279846
10,42,PA,Pennsylvania,4232,7696,287489
10,24,MD,Maryland,3263,5856,225507
10,34,NJ,New Jersey,2007,3657,158432
10,36,NY,New York,1166,2106,85819
10,51,VA,Virginia,755,1373,57230
10,12,FL,Florida,750,1312,46215
10,48,TX,Texas,458,872,27997
10,37,NC,North Carolina,371,710,18635
10,06,CA,California,363,698,26078
10,13,GA,Georgia,264,505,12233
10,57,FR,Foreign,214,450,20397
10,45,SC,South Carolina,182,335,9608
10,09,CT,Connecticut,182,320,18944
10,39,OH,Ohio,177,318,11280
10,25,MA,Massachusetts,175,292,13787
10,17,IL,Illinois,159,331,12790
10,47,TN,Tennessee,111,214,8986
10,08,CO,Colorado,111,192,5277
10,04,AZ,Arizona,111,196,6785
10,11,DC,District Of Columbia,105,149,14732
10,26,MI,Michigan,97,182,6974
10,54,WV,West Virginia,91,163,5173
10,29,MO,Missouri,83,160,4540
10,18,IN,Indiana,77,155,4788
10,53,WA,Washington,72,134,3700
10,40,OK,Oklahoma,53,96,2616
10,21,KY,Kentucky,52,102,2659
10,22,LA,Louisiana,52,93,3056
10,55,WI,Wisconsin,51,95,3084
10,33,NH,New Hampshire,46,78,3511
10,15,HI,Hawaii,44,109,2928
10,02,AK,Alaska,43,99,2159
10,27,MN,Minnesota,42,55,3652
10,05,AR,Arkansas,42,77,2072
10,32,NV,Nevada,40,73,2122
10,01,AL,Alabama,40,83,1429
10,20,KS,Kansas,38,71,2171
10,28,MS,Mississippi,37,56,1415
10,41,OR,Oregon,35,51,2080
10,50,VT,Vermont,33,64,2248
10,49,UT,Utah,30,55,1519
10,35,NM,New Mexico,28,61,1543
10,44,RI,Rhode Island,26,49,1273
10,23,ME,Maine,24,38,762
10,19,IA,Iowa,21,38,1474
10,31,NE,Nebraska,19,34,1165
10,30,MT,Montana,16,28,801
10,46,SD,South Dakota,15,32,1079
10,38,ND,North Dakota,15,29,630
10,16,ID,Idaho,13,23,604
10,56,WY,Wyoming,12,23,532
11,96,DC,DC Total Migration-US and Foreign,29627,39830,2132434
11,97,DC,DC Total Migration-US,29029,38780,2076295
11,98,DC,DC Total Migration-Foreign,598,1050,56139
11,11,DC,DC Non-migrants,256149,428971,27065485
11,24,MD,Maryland,8269,12683,524336
11,51,VA,Virginia,6364,7928,458011
11,36,NY,New York,1939,2346,169912
11,06,CA,California,1598,2035,139005
11,12,FL,Florida,959,1198,71810
11,42,PA,Pennsylvania,955,1120,64931
11,48,TX,Texas,896,1221,66722
11,25,MA,Massachusetts,872,1053,62875
11,37,NC,North Carolina,733,1000,42097
11,17,IL,Illinois,653,798,50464
11,57,FR,Foreign,598,1050,56139
11,34,NJ,New Jersey,587,748,69485
11,13,GA,Georgia,530,721,34570
11,39,OH,Ohio,404,479,23035
11,26,MI,Michigan,345,447,23060
11,09,CT,Connecticut,319,384,23340
11,53,WA,Washington,297,401,22096
11,08,CO,Colorado,250,301,16204
11,47,TN,Tennessee,233,286,13186
11,45,SC,South Carolina,221,289,11915
11,27,MN,Minnesota,215,264,15661
11,04,AZ,Arizona,185,248,11234
11,29,MO,Missouri,183,234,11059
11,55,WI,Wisconsin,180,215,10825
11,22,LA,Louisiana,160,215,9803
11,18,IN,Indiana,150,178,8412
11,41,OR,Oregon,141,177,10024
11,01,AL,Alabama,119,153,7537
11,15,HI,Hawaii,102,162,8015
11,10,DE,Delaware,100,108,6335
11,21,KY,Kentucky,95,115,5813
11,23,ME,Maine,84,103,5066
11,33,NH,New Hampshire,81,104,7285
11,32,NV,Nevada,74,99,4498
11,35,NM,New Mexico,74,105,5833
11,54,WV,West Virginia,73,90,23937
11,44,RI,Rhode Island,73,95,5515
11,50,VT,Vermont,69,81,3544
11,20,KS,Kansas,64,82,4106
11,28,MS,Mississippi,61,73,3365
11,19,IA,Iowa,60,67,3374
11,05,AR,Arkansas,57,72,3455
11,49,UT,Utah,48,78,2661
11,40,OK,Oklahoma,45,73,3132
11,31,NE,Nebraska,40,50,3649
11,02,AK,Alaska,30,43,2800
11,46,SD,South Dakota,22,26,1134
11,16,ID,Idaho,20,32,1171
11,30,MT,Montana,-1,-1,-1
11,56,WY,Wyoming,-1,-1,-1
11,38,ND,North Dakota,-1,-1,-1
12,96,FL,FL Total Migration-US and Foreign,313343,583691,29545305
12,97,FL,FL Total Migration-US,307022,570106,28965086
12,98,FL,FL Total Migration-Foreign,6321,13585,580219
12,97,FL,FL Total Migration-Same State,296135,535180,15989842
12,12,FL,FL Non-migrants,7314719,14690291,518465326
12,36,NY,New York,35241,62650,3553777
12,48,TX,Texas,24114,45417,1430908
12,13,GA,Georgia,20057,38953,1392258
12,34,NJ,New Jersey,16840,31494,2775745
12,42,PA,Pennsylvania,15429,27981,1994330
12,06,CA,California,13401,24367,1065476
12,39,OH,Ohio,13058,23600,1191420
12,37,NC,North Carolina,12930,25119,789317
12,51,VA,Virginia,12929,25666,1205778
12,17,IL,Illinois,12568,22985,1729791
12,25,MA,Massachusetts,10168,17664,956045
12,26,MI,Michigan,9999,17791,827885
12,24,MD,Maryland,8292,15256,880870
12,47,TN,Tennessee,8007,15117,541666
12,09,CT,Connecticut,7944,14634,2011314
12,18,IN,Indiana,7173,13248,511692
12,01,AL,Alabama,6493,12760,398129
12,57,FR,Foreign,6321,13585,580219
12,45,SC,South Carolina,6032,11398,338727
12,08,CO,Colorado,5524,10316,389598
12,29,MO,Missouri,4656,8721,424592
12,21,KY,Kentucky,4630,8791,386871
12,55,WI,Wisconsin,4084,7375,416083
12,04,AZ,Arizona,3536,6393,235033
12,27,MN,Minnesota,3356,6145,356625
12,53,WA,Washington,3238,6324,207852
12,22,LA,Louisiana,3133,6072,198022
12,33,NH,New Hampshire,2568,4458,197056
12,32,NV,Nevada,2437,4404,287870
12,28,MS,Mississippi,2326,4683,180338
12,23,ME,Maine,2315,3903,175252
12,44,RI,Rhode Island,2186,3892,189697
12,20,KS,Kansas,2068,4114,140281
12,40,OK,Oklahoma,2055,4188,149948
12,54,WV,West Virginia,1813,3294,147965
12,19,IA,Iowa,1717,3230,146567
12,05,AR,Arkansas,1595,3053,126619
12,15,HI,Hawaii,1539,3253,83215
12,10,DE,Delaware,1390,2556,126810
12,35,NM,New Mexico,1278,2488,98374
12,41,OR,Oregon,1221,2092,73865
12,31,NE,Nebraska,1139,2220,96198
12,50,VT,Vermont,1124,1932,102788
12,49,UT,Utah,1078,2365,72166
12,11,DC,District Of Columbia,931,1352,139603
12,02,AK,Alaska,796,1589,44244
12,38,ND,North Dakota,684,1217,36659
12,46,SD,South Dakota,547,1039,41839
12,30,MT,Montana,496,919,25795
12,16,ID,Idaho,466,850,48829
12,56,WY,Wyoming,421,778,23304
13,96,GA,GA Total Migration-US and Foreign,132111,267247,7470819
13,97,GA,GA Total Migration-US,129268,260621,7288959
13,98,GA,GA Total Migration-Foreign,2843,6626,181859
13,97,GA,GA Total Migration-Same State,208759,420742,10360059
13,13,GA,GA Non-migrants,3252623,7333098,226386381
13,12,FL,Florida,20313,39490,986485
13,48,TX,Texas,10606,22546,535758
13,01,AL,Alabama,8103,16268,379251
13,37,NC,North Carolina,7824,15479,413835
13,36,NY,New York,7733,15217,440938
13,45,SC,South Carolina,7055,13677,328599
13,06,CA,California,6816,13348,495294
13,47,TN,Tennessee,6730,13238,343706
13,51,VA,Virginia,5209,10845,348518
13,17,IL,Illinois,4185,8747,312879
13,39,OH,Ohio,3541,6928,214134
13,34,NJ,New Jersey,3286,6958,296814
13,42,PA,Pennsylvania,3236,6382,211345
13,57,FR,Foreign,2843,6626,181859
13,24,MD,Maryland,2824,5690,174136
13,26,MI,Michigan,2559,5097,141165
13,22,LA,Louisiana,2152,4482,90415
13,08,CO,Colorado,1940,4115,123553
13,18,IN,Indiana,1838,3678,101458
13,28,MS,Mississippi,1825,3737,75541
13,53,WA,Washington,1672,3843,101755
13,21,KY,Kentucky,1652,3472,81681
13,25,MA,Massachusetts,1614,2938,110786
13,29,MO,Missouri,1609,3321,103306
13,04,AZ,Arizona,1426,3074,85550
13,09,CT,Connecticut,1310,2564,95972
13,55,WI,Wisconsin,1125,2241,73164
13,20,KS,Kansas,1085,2618,65050
13,27,MN,Minnesota,910,1836,74562
13,40,OK,Oklahoma,903,2049,46040
13,15,HI,Hawaii,811,2004,39810
13,05,AR,Arkansas,807,1690,45401
13,32,NV,Nevada,696,1417,38888
13,19,IA,Iowa,505,1002,26977
13,11,DC,District Of Columbia,499,736,32367
13,49,UT,Utah,468,1111,25645
13,41,OR,Oregon,468,918,22579
13,02,AK,Alaska,442,1043,21281
13,54,WV,West Virginia,436,835,18508
13,35,NM,New Mexico,423,849,21865
13,10,DE,Delaware,378,776,20243
13,31,NE,Nebraska,362,745,18866
13,33,NH,New Hampshire,305,553,19397
13,23,ME,Maine,288,537,15513
13,44,RI,Rhode Island,282,583,17348
13,38,ND,North Dakota,280,524,14417
13,16,ID,Idaho,167,365,9260
13,30,MT,Montana,157,260,5827
13,50,VT,Vermont,145,259,7788
13,56,WY,Wyoming,139,274,7791
13,46,SD,South Dakota,129,262,7500
15,96,HI,HI Total Migration-US and Foreign,26447,52005,1721929
15,97,HI,HI Total Migration-US,24975,48594,1638031
15,98,HI,HI Total Migration-Foreign,1472,3411,83898
15,97,HI,HI Total Migration-Same State,3328,5733,156351
15,15,HI,HI Non-migrants,544131,1100778,36813099
15,06,CA,California,5532,9889,553437
15,48,TX,Texas,1850,4104,98515
15,53,WA,Washington,1781,3566,103121
15,57,FR,Foreign,1472,3411,83898
15,12,FL,Florida,1341,2404,68432
15,51,VA,Virginia,1125,2621,71300
15,36,NY,New York,946,1627,56680
15,13,GA,Georgia,845,1989,40703
15,08,CO,Colorado,815,1597,56504
15,37,NC,North Carolina,730,1696,33957
15,04,AZ,Arizona,729,1385,46948
15,32,NV,Nevada,704,1244,40303
15,41,OR,Oregon,661,1104,35120
15,17,IL,Illinois,520,874,29188
15,24,MD,Maryland,519,1122,38632
15,42,PA,Pennsylvania,410,652,19991
15,45,SC,South Carolina,408,860,19863
15,02,AK,Alaska,374,756,23115
15,47,TN,Tennessee,355,808,14565
15,49,UT,Utah,341,730,15775
15,34,NJ,New Jersey,339,542,18547
15,39,OH,Ohio,318,520,24942
15,29,MO,Missouri,317,679,17066
15,20,KS,Kansas,306,825,15616
15,26,MI,Michigan,296,521,19709
15,25,MA,Massachusetts,289,452,16381
15,09,CT,Connecticut,263,516,15147
15,55,WI,Wisconsin,239,399,13175
15,40,OK,Oklahoma,237,557,11679
15,01,AL,Alabama,236,566,13541
15,27,MN,Minnesota,222,336,14044
15,21,KY,Kentucky,209,467,8479
15,22,LA,Louisiana,208,445,9330
15,18,IN,Indiana,163,292,7647
15,35,NM,New Mexico,158,288,7526
15,16,ID,Idaho,138,285,6120
15,28,MS,Mississippi,110,204,4033
15,30,MT,Montana,97,156,3611
15,19,IA,Iowa,90,161,4968
