y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
06,22,LA,Louisiana,2281,3838,119739
06,11,DC,District Of Columbia,2235,2888,249654
06,45,SC,South Carolina,2202,3875,120651
06,20,KS,Kansas,1952,3518,119208
06,01,AL,Alabama,1531,2797,80557
06,19,IA,Iowa,1510,2499,81873
06,02,AK,Alaska,1434,2561,70079
06,21,KY,Kentucky,1417,2357,122853
06,05,AR,Arkansas,1393,2576,75296
06,30,MT,Montana,1267,2032,40549
06,31,NE,Nebraska,1221,2195,97141
06,28,MS,Mississippi,1063,1915,52197
06,33,NH,New Hampshire,921,1426,67562
06,44,RI,Rhode Island,825,1237,57569
06,23,ME,Maine,700,1074,40183
06,38,ND,North Dakota,686,1220,32529
06,56,WY,Wyoming,617,1072,33311
06,46,SD,South Dakota,543,946,32153
06,10,DE,Delaware,503,828,37404
06,50,VT,Vermont,463,650,27604
06,54,WV,West Virginia,355,541,19839
08,96,CO,CO Total Migration-US and Foreign,115696,200950,8564886
08,97,CO,CO Total Migration-US,114301,197745,8486378
08,98,CO,CO Total Migration-Foreign,1395,3205,78508
08,97,CO,CO Total Migration-Same State,132121,229586,8156114
08,08,CO,CO Non-migrants,1990835,4157422,178810295
08,06,CA,California,13686,24425,1335896
08,48,TX,Texas,12769,24492,1020972
08,12,FL,Florida,7798,12819,497337
08,17,IL,Illinois,5219,8221,517220
08,04,AZ,Arizona,4874,8739,302859
08,36,NY,New York,4084,6055,364662
08,53,WA,Washington,3046,5510,236641
08,51,VA,Virginia,2999,5468,287905
08,35,NM,New Mexico,2959,5386,195426
08,13,GA,Georgia,2711,5126,175922
08,37,NC,North Carolina,2690,4663,179746
08,29,MO,Missouri,2641,4415,188789
08,20,KS,Kansas,2579,4865,169843
08,42,PA,Pennsylvania,2473,3700,169279
08,39,OH,Ohio,2423,3824,175205
08,27,MN,Minnesota,2142,3398,158005
08,26,MI,Michigan,2133,3160,120512
08,40,OK,Oklahoma,2078,3993,117380
08,55,WI,Wisconsin,2055,3089,129564
08,56,WY,Wyoming,2025,3503,112378
08,49,UT,Utah,2018,3991,113858
08,31,NE,Nebraska,1883,3352,111472
08,47,TN,Tennessee,1866,3213,114381
08,41,OR,Oregon,1815,2908,104546
08,18,IN,Indiana,1703,2803,110668
08,32,NV,Nevada,1677,3023,126346
08,25,MA,Massachusetts,1672,2390,145178
08,34,NJ,New Jersey,1612,2499,173400
08,24,MD,Maryland,1591,2709,129114
08,19,IA,Iowa,1577,2557,95552
08,57,FR,Foreign,1395,3205,78508
08,22,LA,Louisiana,1213,2165,69470
08,15,HI,Hawaii,1078,2095,65287
08,45,SC,South Carolina,1066,1845,45543
08,30,MT,Montana,935,1564,48750
08,01,AL,Alabama,928,1785,62049
08,09,CT,Connecticut,852,1239,81367
08,21,KY,Kentucky,849,1530,48721
08,16,ID,Idaho,814,1528,41660
08,05,AR,Arkansas,812,1558,45111
08,02,AK,Alaska,786,1449,47287
08,46,SD,South Dakota,737,1202,35319
08,38,ND,North Dakota,732,1329,45023
08,11,DC,District Of Columbia,514,710,54540
08,28,MS,Mississippi,509,942,23996
08,33,NH,New Hampshire,456,669,25432
08,50,VT,Vermont,313,418,15796
08,23,ME,Maine,311,446,14795
08,54,WV,West Virginia,243,389,12565
08,44,RI,Rhode Island,193,318,13573
08,10,DE,Delaware,162,268,10040
09,96,CT,CT Total Migration-US and Foreign,40858,71387,4357915
09,97,CT,CT Total Migration-US,40516,70611,4343916
09,98,CT,CT Total Migration-Foreign,342,776,13999
09,97,CT,CT Total Migration-Same State,31408,51001,1986084
09,09,CT,CT Non-migrants,1389011,2801782,158118664
09,36,NY,New York,12591,22916,2000952
09,25,MA,Massachusetts,4824,7840,380371
09,12,FL,Florida,3663,6283,270093
09,06,CA,California,1927,3273,229654
09,34,NJ,New Jersey,1922,3326,188482
09,44,RI,Rhode Island,1529,2491,109116
09,42,PA,Pennsylvania,1269,2118,89208
09,48,TX,Texas,1220,2326,136379
09,37,NC,North Carolina,1047,1830,66541
09,51,VA,Virginia,1046,1907,77533
09,13,GA,Georgia,690,1356,53409
09,17,IL,Illinois,651,1172,66941
09,39,OH,Ohio,648,972,48528
09,24,MD,Maryland,644,1167,50710
09,45,SC,South Carolina,619,1050,29873
09,33,NH,New Hampshire,554,876,132648
09,08,CO,Colorado,463,717,30958
09,23,ME,Maine,432,681,26841
09,53,WA,Washington,431,778,41312
09,04,AZ,Arizona,406,685,34745
09,57,FR,Foreign,342,776,13999
09,26,MI,Michigan,335,528,20760
09,50,VT,Vermont,334,462,19428
09,47,TN,Tennessee,295,522,22593
09,11,DC,District Of Columbia,230,305,26517
09,18,IN,Indiana,212,370,14414
09,27,MN,Minnesota,209,417,23950
09,55,WI,Wisconsin,205,360,14096
09,29,MO,Missouri,193,334,16616
09,41,OR,Oregon,165,271,9874
09,15,HI,Hawaii,153,353,8662
09,22,LA,Louisiana,143,245,7659
09,49,UT,Utah,140,279,8167
09,32,NV,Nevada,136,257,12010
09,01,AL,Alabama,130,228,6548
09,21,KY,Kentucky,125,213,7472
09,10,DE,Delaware,118,226,7059
09,40,OK,Oklahoma,105,200,6290
09,20,KS,Kansas,101,204,8454
09,19,IA,Iowa,90,160,5963
09,35,NM,New Mexico,81,145,5393
09,54,WV,West Virginia,75,125,4026
09,05,AR,Arkansas,75,146,7381
09,31,NE,Nebraska,50,96,4443
09,28,MS,Mississippi,45,89,2288
09,02,AK,Alaska,39,69,1644
09,16,ID,Idaho,37,69,2288
09,30,MT,Montana,33,47,1833
09,38,ND,North Dakota,31,51,1298
09,46,SD,South Dakota,29,43,1342
09,56,WY,Wyoming,26,33,1155
10,96,DE,DE Total Migration-US and Foreign,18728,34273,1362933
10,97,DE,DE Total Migration-US,18582,33939,1356378
10,98,DE,DE Total Migration-Foreign,146,334,6555
10,97,DE,DE Total Migration-Same State,4220,7748,217330
10,10,DE,DE Non-migrants,358837,730980,27261837
10,42,PA,Pennsylvania,4921,8969,359162
10,24,MD,Maryland,3693,6621,288016
10,34,NJ,New Jersey,2250,4137,184469
10,36,NY,New York,1354,2444,99879
10,12,FL,Florida,939,1655,47373
10,51,VA,Virginia,913,1712,83230
10,48,TX,Texas,451,866,29774
10,37,NC,North Carolina,440,854,26072
10,06,CA,California,440,780,31175
10,13,GA,Georgia,269,534,14473
10,25,MA,Massachusetts,213,344,14418
10,39,OH,Ohio,212,433,15227
10,17,IL,Illinois,199,371,14586
10,09,CT,Connecticut,192,331,15887
10,45,SC,South Carolina,173,341,9757
10,57,FR,Foreign,146,334,6555
10,47,TN,Tennessee,143,272,7298
10,04,AZ,Arizona,131,267,9118
10,11,DC,District Of Columbia,127,173,15944
10,26,MI,Michigan,116,197,8661
10,08,CO,Colorado,106,203,6319
10,53,WA,Washington,105,191,5719
10,54,WV,West Virginia,96,190,4470
10,29,MO,Missouri,93,212,5329
10,27,MN,Minnesota,69,133,4691
10,18,IN,Indiana,67,125,4309
10,33,NH,New Hampshire,61,99,4177
10,55,WI,Wisconsin,58,87,3027
10,40,OK,Oklahoma,57,115,3503
10,21,KY,Kentucky,57,102,2683
10,22,LA,Louisiana,57,100,2559
10,01,AL,Alabama,56,99,3408
10,32,NV,Nevada,53,77,3108
10,23,ME,Maine,40,79,2246
10,41,OR,Oregon,39,66,2021
10,20,KS,Kansas,39,83,3484
10,28,MS,Mississippi,38,66,2112
10,15,HI,Hawaii,35,78,2264
10,19,IA,Iowa,34,66,2042
10,44,RI,Rhode Island,33,59,2344
10,35,NM,New Mexico,33,64,1825
10,02,AK,Alaska,30,60,1654
10,49,UT,Utah,28,67,1680
10,50,VT,Vermont,27,44,1477
10,38,ND,North Dakota,26,51,1034
10,31,NE,Nebraska,25,45,2377
10,16,ID,Idaho,17,33,919
10,05,AR,Arkansas,17,25,723
10,30,MT,Montana,10,19,353
10,56,WY,Wyoming,-1,-1,-1
10,46,SD,South Dakota,-1,-1,-1
11,96,DC,DC Total Migration-US and Foreign,29551,39783,2295423
11,97,DC,DC Total Migration-US,29274,39258,2263347
11,98,DC,DC Total Migration-Foreign,277,525,32076
11,11,DC,DC Non-migrants,263046,436839,29026864
11,24,MD,Maryland,8460,13077,579838
11,51,VA,Virginia,6231,7809,531992
11,36,NY,New York,2011,2437,183959
11,06,CA,California,1629,2049,157109
11,12,FL,Florida,1037,1347,105551
11,25,MA,Massachusetts,883,1036,60758
11,48,TX,Texas,852,1146,62306
11,42,PA,Pennsylvania,843,997,51437
11,37,NC,North Carolina,769,994,40632
11,17,IL,Illinois,640,760,57950
11,34,NJ,New Jersey,617,764,47967
11,13,GA,Georgia,553,746,35881
11,39,OH,Ohio,402,485,41216
11,09,CT,Connecticut,350,430,25736
11,53,WA,Washington,311,415,23548
11,08,CO,Colorado,298,401,20428
11,26,MI,Michigan,297,367,16491
11,57,FR,Foreign,277,525,32076
11,47,TN,Tennessee,247,320,17809
11,45,SC,South Carolina,247,329,14567
11,04,AZ,Arizona,192,260,14899
11,55,WI,Wisconsin,185,207,9904
11,29,MO,Missouri,169,211,10670
11,27,MN,Minnesota,163,183,9887
11,18,IN,Indiana,156,188,9434
11,41,OR,Oregon,137,173,10207
11,22,LA,Louisiana,128,154,14737
11,01,AL,Alabama,126,179,9600
11,10,DE,Delaware,106,136,8388
11,33,NH,New Hampshire,99,127,7551
11,44,RI,Rhode Island,84,98,5652
11,21,KY,Kentucky,84,109,5297
11,19,IA,Iowa,80,107,4591
11,32,NV,Nevada,78,107,6377
11,15,HI,Hawaii,78,123,6044
11,23,ME,Maine,71,96,8841
11,40,OK,Oklahoma,67,90,3765
11,20,KS,Kansas,66,85,7698
11,50,VT,Vermont,64,71,3981
11,49,UT,Utah,59,82,3295
11,35,NM,New Mexico,59,81,5746
11,28,MS,Mississippi,59,78,3308
11,54,WV,West Virginia,58,96,3309
11,05,AR,Arkansas,55,77,3410
11,31,NE,Nebraska,44,58,2960
11,02,AK,Alaska,36,59,2539
11,30,MT,Montana,32,37,1743
11,46,SD,South Dakota,18,26,1170
11,38,ND,North Dakota,17,19,919
11,16,ID,Idaho,17,17,726
11,56,WY,Wyoming,10,15,1521
12,96,FL,FL Total Migration-US and Foreign,313390,577098,32133238
12,97,FL,FL Total Migration-US,307196,562647,31755493
12,98,FL,FL Total Migration-Foreign,6194,14451,377745
12,97,FL,FL Total Migration-Same State,329030,591033,17727249
12,12,FL,FL Non-migrants,7551877,14948265,551419661
12,36,NY,New York,34975,61187,4197788
12,13,GA,Georgia,20825,40021,1510348
12,48,TX,Texas,17631,33538,1270705
12,34,NJ,New Jersey,16471,30223,2579442
12,06,CA,California,15409,27630,1831536
12,42,PA,Pennsylvania,14704,26211,1672492
12,51,VA,Virginia,13180,25429,1477971
12,17,IL,Illinois,13103,23884,2024298
12,37,NC,North Carolina,12854,24414,943453
12,39,OH,Ohio,12586,22421,1212612
12,26,MI,Michigan,10330,18088,1011730
12,25,MA,Massachusetts,10200,17396,1227314
12,24,MD,Maryland,8333,15020,940524
12,47,TN,Tennessee,8092,15266,547135
12,09,CT,Connecticut,7905,14262,1302474
12,18,IN,Indiana,7446,13738,591212
12,01,AL,Alabama,6859,13261,415716
12,08,CO,Colorado,6791,12414,765266
12,45,SC,South Carolina,6509,12039,416060
12,57,FR,Foreign,6194,14451,377745
12,29,MO,Missouri,4824,9000,472345
12,21,KY,Kentucky,4481,8391,418218
12,55,WI,Wisconsin,4195,7506,446279
12,53,WA,Washington,4169,8035,335611
12,04,AZ,Arizona,3761,6681,360068
12,27,MN,Minnesota,3553,6425,519788
12,22,LA,Louisiana,3255,6137,260942
12,33,NH,New Hampshire,2681,4692,313467
12,32,NV,Nevada,2601,4520,170019
12,28,MS,Mississippi,2283,4481,137787
12,23,ME,Maine,2202,3750,219307
12,44,RI,Rhode Island,2067,3669,214823
12,40,OK,Oklahoma,1993,3950,145857
12,20,KS,Kansas,1977,3791,182760
12,54,WV,West Virginia,1763,3250,113627
12,19,IA,Iowa,1664,3002,264107
12,41,OR,Oregon,1628,2896,138133
12,05,AR,Arkansas,1617,3093,111434
12,15,HI,Hawaii,1448,2949,88775
12,35,NM,New Mexico,1374,2640,82265
12,49,UT,Utah,1329,2769,89789
12,10,DE,Delaware,1317,2403,132868
12,31,NE,Nebraska,1233,2288,104743
12,50,VT,Vermont,1083,1806,80833
12,11,DC,District Of Columbia,1027,1448,155655
12,02,AK,Alaska,832,1614,49044
12,16,ID,Idaho,609,1229,35832
12,46,SD,South Dakota,582,1113,60513
12,38,ND,North Dakota,545,1032,31198
12,30,MT,Montana,537,975,51060
12,56,WY,Wyoming,363,670,30271
13,96,GA,GA Total Migration-US and Foreign,136159,267673,8165712
13,97,GA,GA Total Migration-US,134109,262916,8069175
13,98,GA,GA Total Migration-Foreign,2050,4757,96538
13,97,GA,GA Total Migration-Same State,223488,444335,11857781
13,13,GA,GA Non-migrants,3326220,7309950,244865550
13,12,FL,Florida,24036,46414,1351304
13,48,TX,Texas,8759,18163,543131
13,01,AL,Alabama,8046,15813,382562
13,37,NC,North Carolina,7964,15465,446120
13,36,NY,New York,7926,14820,474029
13,06,CA,California,7629,14587,582977
13,45,SC,South Carolina,7415,14055,394464
13,47,TN,Tennessee,7296,14303,409230
13,51,VA,Virginia,5230,10273,336135
13,17,IL,Illinois,4172,8204,300378
13,39,OH,Ohio,3316,6457,192319
13,34,NJ,New Jersey,3279,6565,230899
13,42,PA,Pennsylvania,3273,6318,215959
13,24,MD,Maryland,2970,5646,193442
13,26,MI,Michigan,2502,4872,136823
13,08,CO,Colorado,2245,4531,145367
13,22,LA,Louisiana,2115,4222,93365
13,57,FR,Foreign,2050,4757,96538
13,53,WA,Washington,1947,4176,131885
13,28,MS,Mississippi,1889,3804,80529
13,18,IN,Indiana,1810,3624,97228
13,25,MA,Massachusetts,1695,3124,126837
13,29,MO,Missouri,1637,3292,100596
13,04,AZ,Arizona,1593,3121,112278
13,21,KY,Kentucky,1592,3387,93351
13,09,CT,Connecticut,1390,2689,115026
13,55,WI,Wisconsin,1079,2130,65069
13,20,KS,Kansas,956,2172,58220
13,27,MN,Minnesota,944,1802,101402
13,32,NV,Nevada,831,1634,48900
13,05,AR,Arkansas,810,1653,54123
13,40,OK,Oklahoma,796,1731,39364
13,15,HI,Hawaii,788,1879,41256
13,41,OR,Oregon,606,1128,37910
13,11,DC,District Of Columbia,534,742,50922
13,19,IA,Iowa,532,1047,33384
13,49,UT,Utah,483,1085,30398
13,02,AK,Alaska,472,1043,23577
13,54,WV,West Virginia,458,889,26016
13,35,NM,New Mexico,455,886,26937
13,10,DE,Delaware,382,765,21796
13,31,NE,Nebraska,361,795,22719
13,33,NH,New Hampshire,310,584,21340
13,23,ME,Maine,287,502,14466
13,44,RI,Rhode Island,277,506,11194
13,16,ID,Idaho,205,464,8807
13,38,ND,North Dakota,195,400,10233
13,30,MT,Montana,186,344,10350
13,46,SD,South Dakota,163,328,10127
13,50,VT,Vermont,146,232,8641
13,56,WY,Wyoming,127,250,5790
15,96,HI,HI Total Migration-US and Foreign,26404,51895,1697411
15,97,HI,HI Total Migration-US,25136,48930,1623460
15,98,HI,HI Total Migration-Foreign,1268,2965,73950
15,97,HI,HI Total Migration-Same State,3051,5248,158151
15,15,HI,HI Non-migrants,551187,1092848,40095046
15,06,CA,California,5649,10142,436468
15,53,WA,Washington,1898,3786,121277
15,48,TX,Texas,1893,4071,122349
15,12,FL,Florida,1322,2463,67104
15,57,FR,Foreign,1268,2965,73950
15,51,VA,Virginia,1078,2490,77257
15,08,CO,Colorado,944,1856,63404
15,36,NY,New York,855,1481,57589
15,41,OR,Oregon,820,1456,58651
15,13,GA,Georgia,765,1636,36713
15,37,NC,North Carolina,742,1703,35383
15,32,NV,Nevada,713,1234,37859
15,04,AZ,Arizona,703,1315,38950
15,17,IL,Illinois,537,956,53300
15,24,MD,Maryland,504,1111,36795
15,02,AK,Alaska,430,866,24705
15,49,UT,Utah,383,823,20497
15,45,SC,South Carolina,367,757,17810
15,42,PA,Pennsylvania,355,605,21099
15,47,TN,Tennessee,352,773,18082
15,39,OH,Ohio,339,640,19175
15,34,NJ,New Jersey,314,526,16574
15,29,MO,Missouri,312,672,16904
15,26,MI,Michigan,301,511,16236
15,25,MA,Massachusetts,299,462,16894
15,09,CT,Connecticut,258,445,16266
15,40,OK,Oklahoma,256,585,12696
15,20,KS,Kansas,247,635,13858
15,01,AL,Alabama,230,565,14775
15,55,WI,Wisconsin,194,342,11266
15,27,MN,Minnesota,193,304,9829
15,21,KY,Kentucky,190,441,8873
15,16,ID,Idaho,187,380,10121
15,22,LA,Louisiana,183,392,8445
15,18,IN,Indiana,179,325,17678
15,35,NM,New Mexico,174,331,9511
15,19,IA,Iowa,104,179,6118
15,30,MT,Montana,99,195,6474
15,28,MS,Mississippi,93,185,4063
