y1_statefips,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
04,08,CO,Colorado,4874,8739,302859
04,53,WA,Washington,4845,8602,304866
04,12,FL,Florida,3761,6681,360068
04,32,NV,Nevada,3283,6105,199559
04,41,OR,Oregon,2843,4878,165871
04,17,IL,Illinois,2778,4685,151569
04,35,NM,New Mexico,2765,5648,128984
04,49,UT,Utah,2716,6163,150432
04,26,MI,Michigan,2051,3786,131031
04,36,NY,New York,1921,3099,108080
04,37,NC,North Carolina,1875,3663,118523
04,27,MN,Minnesota,1811,3287,131727
04,39,OH,Ohio,1752,3200,93738
04,13,GA,Georgia,1593,3121,112278
04,51,VA,Virginia,1549,3042,112279
04,55,WI,Wisconsin,1493,2740,82006
04,42,PA,Pennsylvania,1367,2421,75646
04,47,TN,Tennessee,1360,2634,91458
04,29,MO,Missouri,1325,2482,84977
04,16,ID,Idaho,1318,2730,80275
04,18,IN,Indiana,1158,2220,64670
04,57,FR,Foreign,966,2017,57352
04,40,OK,Oklahoma,946,1906,49742
04,19,IA,Iowa,903,1650,46916
04,24,MD,Maryland,830,1562,57820
04,20,KS,Kansas,822,1593,45738
04,25,MA,Massachusetts,812,1265,60257
04,45,SC,South Carolina,806,1592,49896
04,34,NJ,New Jersey,793,1410,59063
04,30,MT,Montana,773,1423,42465
04,15,HI,Hawaii,703,1315,38950
04,31,NE,Nebraska,648,1316,37521
04,21,KY,Kentucky,574,1119,30231
04,05,AR,Arkansas,564,1091,26031
04,01,AL,Alabama,511,1021,31217
04,38,ND,North Dakota,508,975,24815
04,02,AK,Alaska,506,936,29085
04,46,SD,South Dakota,493,871,31075
04,56,WY,Wyoming,418,758,22329
04,22,LA,Louisiana,412,781,22539
04,09,CT,Connecticut,406,685,34745
04,28,MS,Mississippi,284,567,12485
04,23,ME,Maine,279,516,15565
04,33,NH,New Hampshire,255,476,17835
04,11,DC,District Of Columbia,192,260,14899
04,54,WV,West Virginia,142,297,8334
04,10,DE,Delaware,131,267,9118
04,50,VT,Vermont,123,206,5767
04,44,RI,Rhode Island,123,224,8304
05,96,AR,AR Total Migration-US and Foreign,30046,59827,1631119
05,97,AR,AR Total Migration-US,29782,59273,1620325
05,98,AR,AR Total Migration-Foreign,264,554,10794
05,97,AR,AR Total Migration-Same State,41262,84185,1721984
05,05,AR,AR Non-migrants,943044,2097158,65327022
05,48,TX,Texas,6150,12397,342386
05,29,MO,Missouri,2707,5428,118389
05,40,OK,Oklahoma,2611,5504,109165
05,47,TN,Tennessee,1915,3809,96551
05,12,FL,Florida,1617,3093,111434
05,06,CA,California,1393,2576,75296
05,22,LA,Louisiana,1098,2238,50618
05,17,IL,Illinois,823,1563,42790
05,08,CO,Colorado,812,1558,45111
05,13,GA,Georgia,810,1653,54123
05,28,MS,Mississippi,808,1724,46120
05,37,NC,North Carolina,634,1224,44346
05,20,KS,Kansas,581,1145,27373
05,04,AZ,Arizona,555,1042,26994
05,53,WA,Washington,536,986,29516
05,01,AL,Alabama,472,984,27940
05,18,IN,Indiana,450,901,19752
05,51,VA,Virginia,447,901,29236
05,39,OH,Ohio,433,898,28474
05,26,MI,Michigan,364,698,19953
05,45,SC,South Carolina,330,692,20242
05,36,NY,New York,323,573,18454
05,55,WI,Wisconsin,320,610,18221
05,42,PA,Pennsylvania,303,597,23423
05,21,KY,Kentucky,292,577,14410
05,19,IA,Iowa,272,544,12588
05,57,FR,Foreign,264,554,10794
05,27,MN,Minnesota,264,531,17189
05,41,OR,Oregon,255,445,11304
05,32,NV,Nevada,245,471,15179
05,35,NM,New Mexico,184,379,10732
05,34,NJ,New Jersey,180,342,12836
05,24,MD,Maryland,171,313,10029
05,49,UT,Utah,162,344,12413
05,31,NE,Nebraska,159,314,8449
05,25,MA,Massachusetts,156,284,14822
05,16,ID,Idaho,107,236,6532
05,54,WV,West Virginia,91,189,5337
05,38,ND,North Dakota,90,204,4235
05,15,HI,Hawaii,88,177,4268
05,30,MT,Montana,82,172,3949
05,02,AK,Alaska,81,188,4136
05,56,WY,Wyoming,78,151,4259
05,09,CT,Connecticut,75,146,7381
05,46,SD,South Dakota,72,144,3777
05,11,DC,District Of Columbia,55,77,3410
05,23,ME,Maine,37,76,1947
05,33,NH,New Hampshire,31,63,2221
05,50,VT,Vermont,23,43,803
05,44,RI,Rhode Island,23,44,1490
05,10,DE,Delaware,17,25,723
06,96,CA,CA Total Migration-US and Foreign,322169,592703,27715920
06,97,CA,CA Total Migration-US,317449,583053,27460020
06,98,CA,CA Total Migration-Foreign,4720,9650,255900
06,97,CA,CA Total Migration-Same State,501775,911915,39631874
06,06,CA,CA Non-migrants,14159070,30682756,1360000753
06,48,TX,Texas,34526,70130,3143998
06,04,AZ,Arizona,27982,53096,2078363
06,32,NV,Nevada,27492,51389,2379177
06,53,WA,Washington,25259,44686,2466521
06,41,OR,Oregon,19311,33172,1433794
06,12,FL,Florida,15409,27630,1831536
06,36,NY,New York,15101,20795,1767113
06,08,CO,Colorado,13686,24425,1335896
06,37,NC,North Carolina,8545,16848,696429
06,51,VA,Virginia,8441,16616,708191
06,17,IL,Illinois,8209,13621,723791
06,16,ID,Idaho,8092,17310,712306
06,13,GA,Georgia,7629,14587,582977
06,49,UT,Utah,7134,15208,577835
06,47,TN,Tennessee,5867,11095,477773
06,25,MA,Massachusetts,5658,8727,607570
06,15,HI,Hawaii,5649,10142,436468
06,42,PA,Pennsylvania,5267,8794,440440
06,39,OH,Ohio,4942,9033,414624
06,57,FR,Foreign,4720,9650,255900
06,26,MI,Michigan,4638,8224,354436
06,34,NJ,New Jersey,4361,7452,462956
06,24,MD,Maryland,4115,7290,304671
06,29,MO,Missouri,4019,7533,267365
06,27,MN,Minnesota,3702,6688,285656
06,35,NM,New Mexico,3322,5975,219498
06,18,IN,Indiana,3118,5960,206201
06,40,OK,Oklahoma,3015,5989,150122
06,45,SC,South Carolina,2995,5928,275381
06,55,WI,Wisconsin,2639,4629,180163
06,30,MT,Montana,2306,4172,176253
06,20,KS,Kansas,2144,4456,129170
06,22,LA,Louisiana,2138,3844,135793
06,05,AR,Arkansas,2006,4003,107644
06,01,AL,Alabama,1949,3936,124596
06,09,CT,Connecticut,1927,3273,229654
06,21,KY,Kentucky,1776,3384,105757
06,11,DC,District Of Columbia,1629,2049,157109
06,19,IA,Iowa,1582,2940,84788
06,02,AK,Alaska,1413,2477,75175
06,31,NE,Nebraska,1411,2805,82901
06,28,MS,Mississippi,1104,2201,60050
06,56,WY,Wyoming,874,1667,70299
06,33,NH,New Hampshire,853,1443,94194
06,23,ME,Maine,821,1371,73628
06,46,SD,South Dakota,794,1514,53923
06,38,ND,North Dakota,720,1346,38609
06,44,RI,Rhode Island,651,1088,51011
06,10,DE,Delaware,440,780,31175
06,50,VT,Vermont,424,674,36194
06,54,WV,West Virginia,364,658,20846
08,96,CO,CO Total Migration-US and Foreign,95270,174110,6455968
08,97,CO,CO Total Migration-US,94214,171743,6375174
08,98,CO,CO Total Migration-Foreign,1056,2367,80794
08,97,CO,CO Total Migration-Same State,132121,229586,8156114
08,08,CO,CO Non-migrants,1990835,4157422,178810295
08,48,TX,Texas,10229,20334,723680
08,06,CA,California,9084,15133,624546
08,12,FL,Florida,6791,12414,765266
08,04,AZ,Arizona,6044,11003,435480
08,53,WA,Washington,3752,6494,257254
08,35,NM,New Mexico,2668,4978,139486
08,37,NC,North Carolina,2581,4975,185248
08,36,NY,New York,2370,3568,140818
08,17,IL,Illinois,2334,3758,147588
08,13,GA,Georgia,2245,4531,145367
08,29,MO,Missouri,2190,4161,121628
08,51,VA,Virginia,2163,4237,154649
08,41,OR,Oregon,2162,3444,122604
08,49,UT,Utah,2127,4435,141453
08,32,NV,Nevada,2017,3599,122127
08,56,WY,Wyoming,1989,3502,113609
08,20,KS,Kansas,1957,3789,102302
08,26,MI,Michigan,1951,3537,116522
08,39,OH,Ohio,1854,3406,111376
08,40,OK,Oklahoma,1801,3725,101359
08,27,MN,Minnesota,1793,3043,124151
08,47,TN,Tennessee,1747,3304,103769
08,31,NE,Nebraska,1711,3279,116835
08,42,PA,Pennsylvania,1687,2873,104126
08,55,WI,Wisconsin,1427,2454,90903
08,18,IN,Indiana,1271,2318,65523
08,30,MT,Montana,1270,2163,84055
08,16,ID,Idaho,1266,2507,83843
08,19,IA,Iowa,1175,2151,66530
08,25,MA,Massachusetts,1100,1563,77773
08,45,SC,South Carolina,1059,1975,64878
08,57,FR,Foreign,1056,2367,80794
08,24,MD,Maryland,974,1707,59388
08,15,HI,Hawaii,944,1856,63404
08,01,AL,Alabama,850,1890,53432
08,05,AR,Arkansas,835,1632,46321
08,46,SD,South Dakota,817,1489,47382
08,34,NJ,New Jersey,738,1266,52404
08,21,KY,Kentucky,715,1447,40265
08,22,LA,Louisiana,679,1262,35615
08,02,AK,Alaska,630,1121,33837
08,38,ND,North Dakota,521,944,30275
08,09,CT,Connecticut,463,717,30958
08,28,MS,Mississippi,439,857,21227
08,23,ME,Maine,419,688,22907
08,33,NH,New Hampshire,342,574,20364
08,11,DC,District Of Columbia,298,401,20428
08,50,VT,Vermont,290,460,16396
08,54,WV,West Virginia,203,360,11073
08,44,RI,Rhode Island,136,216,8431
08,10,DE,Delaware,106,203,6319
09,96,CT,CT Total Migration-US and Foreign,50824,85836,5491136
09,97,CT,CT Total Migration-US,50499,85257,5477455
09,98,CT,CT Total Migration-Foreign,325,579,13681
09,97,CT,CT Total Migration-Same State,31408,51001,1986084
09,09,CT,CT Non-migrants,1389011,2801782,158118664
09,36,NY,New York,8776,13040,956496
09,12,FL,Florida,7905,14262,1302474
09,25,MA,Massachusetts,5465,8299,537742
09,06,CA,California,2887,4555,304689
09,37,NC,North Carolina,2331,4354,216082
09,34,NJ,New Jersey,1923,3444,194372
09,48,TX,Texas,1828,3594,218357
09,45,SC,South Carolina,1647,3091,169736
09,42,PA,Pennsylvania,1623,2836,166728
09,51,VA,Virginia,1517,2828,121908
09,13,GA,Georgia,1390,2689,115026
09,44,RI,Rhode Island,1369,2115,116489
09,33,NH,New Hampshire,964,1551,108185
09,24,MD,Maryland,908,1625,80298
09,08,CO,Colorado,852,1239,81367
09,23,ME,Maine,808,1315,63779
09,53,WA,Washington,712,1217,62898
09,04,AZ,Arizona,709,1231,70159
09,17,IL,Illinois,704,1216,78128
09,39,OH,Ohio,627,1193,58429
09,47,TN,Tennessee,563,1005,52815
09,50,VT,Vermont,535,847,43107
09,26,MI,Michigan,425,763,40601
09,11,DC,District Of Columbia,350,430,25736
09,57,FR,Foreign,325,579,13681
09,41,OR,Oregon,290,464,24670
09,18,IN,Indiana,264,498,19754
09,15,HI,Hawaii,258,445,16266
09,32,NV,Nevada,253,417,17834
09,27,MN,Minnesota,241,470,23909
09,49,UT,Utah,225,449,32275
09,29,MO,Missouri,223,388,20601
09,55,WI,Wisconsin,213,387,15994
09,01,AL,Alabama,199,365,12525
09,21,KY,Kentucky,197,366,12944
09,10,DE,Delaware,192,331,15887
09,22,LA,Louisiana,144,244,12951
09,35,NM,New Mexico,123,201,7805
09,20,KS,Kansas,109,204,7935
09,40,OK,Oklahoma,105,198,6196
09,19,IA,Iowa,96,173,7599
09,30,MT,Montana,75,102,5508
09,05,AR,Arkansas,73,123,3085
09,54,WV,West Virginia,66,121,3894
09,16,ID,Idaho,61,115,5323
09,31,NE,Nebraska,60,107,3836
09,28,MS,Mississippi,58,108,3166
09,02,AK,Alaska,49,77,2125
09,56,WY,Wyoming,42,58,4674
09,46,SD,South Dakota,33,55,3170
09,38,ND,North Dakota,32,52,1929
10,96,DE,DE Total Migration-US and Foreign,15426,27298,1032254
10,97,DE,DE Total Migration-US,15245,26931,1024666
10,98,DE,DE Total Migration-Foreign,181,367,7588
10,97,DE,DE Total Migration-Same State,4220,7748,217330
10,10,DE,DE Non-migrants,358837,730980,27261837
10,42,PA,Pennsylvania,3444,5991,233272
10,24,MD,Maryland,2853,4985,150915
10,12,FL,Florida,1317,2403,132868
10,34,NJ,New Jersey,1153,1938,73085
10,51,VA,Virginia,767,1374,51138
10,36,NY,New York,718,1153,56897
10,37,NC,North Carolina,590,1114,42769
10,48,TX,Texas,540,1049,37192
10,06,CA,California,503,828,37404
10,13,GA,Georgia,382,765,21796
10,45,SC,South Carolina,292,594,26475
10,39,OH,Ohio,213,396,11211
10,25,MA,Massachusetts,193,293,11672
10,57,FR,Foreign,181,367,7588
10,17,IL,Illinois,164,285,11004
10,04,AZ,Arizona,163,287,10701
10,08,CO,Colorado,162,268,10040
10,53,WA,Washington,147,236,8699
10,09,CT,Connecticut,118,226,7059
10,47,TN,Tennessee,115,209,6093
10,11,DC,District Of Columbia,106,136,8388
10,26,MI,Michigan,99,184,6828
10,18,IN,Indiana,90,185,6435
10,29,MO,Missouri,83,149,2997
10,21,KY,Kentucky,79,140,4783
10,32,NV,Nevada,76,133,3786
10,54,WV,West Virginia,74,149,3868
10,27,MN,Minnesota,63,126,5055
10,22,LA,Louisiana,57,101,3067
10,55,WI,Wisconsin,56,103,4159
10,01,AL,Alabama,52,101,3332
10,41,OR,Oregon,50,72,3160
10,40,OK,Oklahoma,46,95,2647
10,20,KS,Kansas,45,88,3134
10,33,NH,New Hampshire,43,66,3197
10,15,HI,Hawaii,43,77,1670
10,23,ME,Maine,43,72,3381
10,49,UT,Utah,38,73,2031
10,35,NM,New Mexico,38,65,1794
10,28,MS,Mississippi,32,69,914
10,19,IA,Iowa,31,46,1640
10,05,AR,Arkansas,30,54,1659
10,02,AK,Alaska,29,52,1071
10,44,RI,Rhode Island,24,39,1724
10,30,MT,Montana,23,35,878
10,16,ID,Idaho,21,49,1273
10,31,NE,Nebraska,17,28,633
10,38,ND,North Dakota,13,25,492
10,56,WY,Wyoming,10,25,383
10,50,VT,Vermont,-1,-1,-1
10,46,SD,South Dakota,-1,-1,-1
11,96,DC,DC Total Migration-US and Foreign,31587,46553,2891294
11,97,DC,DC Total Migration-US,31261,45905,2853361
11,98,DC,DC Total Migration-Foreign,326,648,37933
11,11,DC,DC Non-migrants,263046,436839,29026864
11,24,MD,Maryland,10123,17280,718737
11,51,VA,Virginia,5736,8331,574860
11,36,NY,New York,2287,2723,231727
11,06,CA,California,2235,2888,249654
11,12,FL,Florida,1027,1448,155655
11,42,PA,Pennsylvania,885,1132,77077
11,37,NC,North Carolina,851,1195,63411
11,25,MA,Massachusetts,829,1023,87238
11,48,TX,Texas,785,1096,71525
11,17,IL,Illinois,730,875,64015
11,13,GA,Georgia,534,742,50922
11,08,CO,Colorado,514,710,54540
11,53,WA,Washington,502,685,51324
11,34,NJ,New Jersey,490,607,54254
11,57,FR,Foreign,326,648,37933
11,26,MI,Michigan,289,359,20685
11,39,OH,Ohio,286,385,22843
11,45,SC,South Carolina,244,361,27083
11,09,CT,Connecticut,230,305,26517
11,27,MN,Minnesota,205,283,20597
11,47,TN,Tennessee,202,274,16432
11,04,AZ,Arizona,190,262,17894
11,41,OR,Oregon,175,219,17349
11,29,MO,Missouri,151,214,13294
11,10,DE,Delaware,127,173,15944
11,55,WI,Wisconsin,125,157,11132
11,18,IN,Indiana,114,151,10475
11,22,LA,Louisiana,108,138,7112
11,32,NV,Nevada,105,161,8507
11,23,ME,Maine,104,154,13697
11,21,KY,Kentucky,102,156,10646
11,15,HI,Hawaii,79,148,7686
11,33,NH,New Hampshire,76,95,6545
11,01,AL,Alabama,76,120,5754
11,54,WV,West Virginia,75,104,5369
11,44,RI,Rhode Island,74,101,6267
11,35,NM,New Mexico,67,104,6037
11,49,UT,Utah,59,92,4855
11,50,VT,Vermont,59,78,6731
11,19,IA,Iowa,53,66,3620
11,40,OK,Oklahoma,49,63,3735
11,05,AR,Arkansas,47,63,5222
11,28,MS,Mississippi,46,71,4896
11,20,KS,Kansas,45,67,3292
11,30,MT,Montana,40,63,5623
11,16,ID,Idaho,34,43,2869
11,31,NE,Nebraska,29,54,2323
11,02,AK,Alaska,27,38,3787
11,46,SD,South Dakota,15,16,1209
11,56,WY,Wyoming,14,19,1685
11,38,ND,North Dakota,12,13,710
12,96,FL,FL Total Migration-US and Foreign,255262,455874,15961587
12,97,FL,FL Total Migration-US,251255,447669,15759157
12,98,FL,FL Total Migration-Foreign,4007,8205,202430
12,97,FL,FL Total Migration-Same State,329030,591033,17727249
12,12,FL,FL Non-migrants,7551877,14948265,551419661
12,13,GA,Georgia,24036,46414,1351304
12,48,TX,Texas,19103,36176,1128062
12,36,NY,New York,18426,29025,1373798
12,37,NC,North Carolina,16563,30797,1062245
12,06,CA,California,14283,23692,1227402
12,51,VA,Virginia,10365,19512,657841
12,47,TN,Tennessee,10360,19713,601465
12,42,PA,Pennsylvania,9309,15972,537691
12,39,OH,Ohio,9058,15886,574260
12,34,NJ,New Jersey,7927,13305,507749
12,08,CO,Colorado,7798,12819,497337
12,17,IL,Illinois,7357,12128,490916
12,26,MI,Michigan,7266,12507,422757
12,45,SC,South Carolina,7090,13404,413628
12,01,AL,Alabama,7004,13862,372582
12,25,MA,Massachusetts,6879,11046,447077
12,24,MD,Maryland,5458,9332,426750
12,18,IN,Indiana,5341,9693,278805
12,53,WA,Washington,4682,8102,276580
12,04,AZ,Arizona,4150,7404,276782
12,57,FR,Foreign,4007,8205,202430
12,21,KY,Kentucky,3925,7382,192993
12,09,CT,Connecticut,3663,6283,270093
12,29,MO,Missouri,3416,6046,192664
12,32,NV,Nevada,3103,5269,180165
12,55,WI,Wisconsin,2988,5195,183091
12,22,LA,Louisiana,2529,4758,142140
12,27,MN,Minnesota,2455,4211,174276
12,28,MS,Mississippi,1937,3795,96643
12,41,OR,Oregon,1932,3096,102873
12,23,ME,Maine,1871,3202,114410
12,33,NH,New Hampshire,1693,2852,111256
12,40,OK,Oklahoma,1617,3242,92540
12,20,KS,Kansas,1493,2855,79930
12,19,IA,Iowa,1443,2534,75164
12,49,UT,Utah,1396,2702,95058
12,05,AR,Arkansas,1390,2592,69408
12,44,RI,Rhode Island,1348,2342,80734
12,15,HI,Hawaii,1322,2463,67104
12,35,NM,New Mexico,1289,2285,64155
12,54,WV,West Virginia,1142,2079,54195
12,11,DC,District Of Columbia,1037,1347,105551
12,31,NE,Nebraska,1020,1791,45101
12,10,DE,Delaware,939,1655,47373
12,02,AK,Alaska,758,1453,34881
12,50,VT,Vermont,711,1123,37653
12,16,ID,Idaho,592,1120,33272
12,30,MT,Montana,524,911,30465
12,38,ND,North Dakota,486,912,21324
12,46,SD,South Dakota,449,786,21470
12,56,WY,Wyoming,332,599,18145
13,96,GA,GA Total Migration-US and Foreign,119085,230935,7356283
13,97,GA,GA Total Migration-US,117252,227044,7266542
13,98,GA,GA Total Migration-Foreign,1833,3891,89741
13,97,GA,GA Total Migration-Same State,223488,444335,11857781
13,13,GA,GA Non-migrants,3326220,7309950,244865550
13,12,FL,Florida,20825,40021,1510348
13,48,TX,Texas,8611,18010,535959
13,37,NC,North Carolina,8094,15548,497994
13,01,AL,Alabama,7914,16158,404454
13,45,SC,South Carolina,7873,15314,496721
13,47,TN,Tennessee,7416,14211,467415
13,06,CA,California,6597,11537,430586
13,51,VA,Virginia,4544,9061,285949
13,36,NY,New York,4511,7656,248826
13,39,OH,Ohio,2764,5443,143045
13,08,CO,Colorado,2711,5126,175922
13,17,IL,Illinois,2654,4834,158054
13,24,MD,Maryland,2320,4520,127865
13,53,WA,Washington,2294,4378,153764
13,42,PA,Pennsylvania,2249,4344,130585
13,26,MI,Michigan,1970,3871,113135
13,57,FR,Foreign,1833,3891,89741
13,04,AZ,Arizona,1719,3340,107821
13,34,NJ,New Jersey,1649,3092,103295
13,18,IN,Indiana,1517,3113,81432
13,22,LA,Louisiana,1512,2986,65663
13,21,KY,Kentucky,1504,3108,82308
13,28,MS,Mississippi,1352,2732,63459
13,29,MO,Missouri,1277,2467,68678
13,25,MA,Massachusetts,1268,2195,89774
13,32,NV,Nevada,939,1741,56195
13,55,WI,Wisconsin,835,1618,48731
13,40,OK,Oklahoma,830,1822,41806
13,27,MN,Minnesota,826,1607,50052
13,20,KS,Kansas,797,1750,48801
13,15,HI,Hawaii,765,1636,36713
13,41,OR,Oregon,751,1281,45156
13,09,CT,Connecticut,690,1356,53409
13,05,AR,Arkansas,649,1367,36881
13,49,UT,Utah,566,1261,40131
13,11,DC,District Of Columbia,553,746,35881
13,19,IA,Iowa,436,928,22700
13,02,AK,Alaska,392,883,17689
13,35,NM,New Mexico,372,680,21369
13,54,WV,West Virginia,337,713,22212
13,31,NE,Nebraska,314,630,17195
13,23,ME,Maine,276,512,17193
13,16,ID,Idaho,274,592,19269
13,10,DE,Delaware,269,534,14473
13,33,NH,New Hampshire,251,486,17654
13,44,RI,Rhode Island,214,384,13280
13,30,MT,Montana,203,368,12373
13,38,ND,North Dakota,187,377,7487
13,46,SD,South Dakota,142,257,8344
13,56,WY,Wyoming,132,257,13193
13,50,VT,Vermont,107,193,5304
15,96,HI,HI Total Migration-US and Foreign,29633,61021,1731776
15,97,HI,HI Total Migration-US,28656,58703,1667754
15,98,HI,HI Total Migration-Foreign,977,2318,64022
15,97,HI,HI Total Migration-Same State,3051,5248,158151
15,15,HI,HI Non-migrants,551187,1092848,40095046
15,06,CA,California,5525,9982,320624
15,53,WA,Washington,2586,5166,156545
15,48,TX,Texas,2404,5542,142869
15,32,NV,Nevada,1718,3389,97830
15,12,FL,Florida,1448,2949,88775
15,51,VA,Virginia,1282,3150,86181
15,41,OR,Oregon,1086,2007,64903
15,08,CO,Colorado,1078,2095,65287
15,57,FR,Foreign,977,2318,64022
15,37,NC,North Carolina,928,2051,52617
15,04,AZ,Arizona,912,1804,66545
15,13,GA,Georgia,788,1879,41256
15,36,NY,New York,756,1368,38716
15,24,MD,Maryland,657,1457,43570
15,49,UT,Utah,558,1352,31264
15,47,TN,Tennessee,425,1015,24028
15,39,OH,Ohio,404,771,19297
15,17,IL,Illinois,402,778,21193
15,45,SC,South Carolina,390,885,21961
15,42,PA,Pennsylvania,351,662,18934
15,29,MO,Missouri,335,734,17741
15,26,MI,Michigan,306,578,16526
15,02,AK,Alaska,292,641,13570
15,01,AL,Alabama,279,678,17070
15,40,OK,Oklahoma,273,632,11729
15,20,KS,Kansas,264,659,13649
15,34,NJ,New Jersey,263,481,13780
15,16,ID,Idaho,244,500,14576
15,25,MA,Massachusetts,243,399,13810
15,18,IN,Indiana,232,482,10607
15,27,MN,Minnesota,219,384,11408
15,55,WI,Wisconsin,212,414,11774
15,21,KY,Kentucky,212,522,12133
15,22,LA,Louisiana,187,429,10073
15,35,NM,New Mexico,173,305,10167
15,09,CT,Connecticut,153,353,8662
15,05,AR,Arkansas,135,278,4995
15,19,IA,Iowa,128,284,3953
15,31,NE,Nebraska,105,224,4776
15,30,MT,Montana,102,187,6113
